Date,aapl,csco,ibm,msft
2002-03-15,24.95,16.540001,106.790001,62.490002
2002-03-18,24.74,16.52,106.349998,62.139999
2002-03-19,24.85,16.74,107.489998,62.23
2002-03-20,24.92,16.02,105.5,60.099998
2002-03-21,24.27,16.49,106.779999,61.360001
2002-03-22,24.090001,16.57,105.599998,60.450001
2002-03-25,23.35,16.18,103.559998,59.23
2002-03-26,23.46,16.290001,102.900002,59.080002
2002-03-27,23.47,16.34,103.389999,59.439999
2002-03-28,23.669999,16.93,104.0,60.310001
2002-04-01,24.460001,17.52,102.860001,60.380001
2002-04-02,24.07,16.42,100.949997,57.279999
2002-04-03,23.75,16.6,99.959999,56.330002
2002-04-04,24.900001,16.870001000000002,100.839996,56.450001
2002-04-05,24.74,16.15,97.25,55.869999
2002-04-08,24.56,16.18,87.410004,57.220001
2002-04-09,24.099999,14.82,87.739998,54.869999
2002-04-10,24.66,15.55,89.010002,56.299999
2002-04-11,24.86,14.87,84.190002,54.790001
2002-04-12,25.059999,15.3,85.599998,55.93
2002-04-15,25.0,15.01,85.349998,55.689999
2002-04-16,25.74,15.58,86.199997,57.810001
2002-04-17,26.11,15.97,84.809998,56.630001
2002-04-18,25.410001,15.44,88.949997,56.369999
2002-04-19,24.979999,15.26,89.0,57.200001
2002-04-22,24.530001,14.87,87.93,55.59
2002-04-23,24.249999,14.01,87.33000200000002,53.990002
2002-04-24,23.77,14.43,86.5,53.02
2002-04-25,24.12,14.59,86.709999,53.73
2002-04-26,23.009999,13.91,84.709999,51.5
2002-04-29,23.959999,14.13,83.889999,52.240002
2002-04-30,24.27,14.65,83.760002,52.259998
2002-05-01,23.98,13.7,84.300003,52.75
2002-05-02,23.69,13.64,83.860001,51.209999
2002-05-03,23.510001000000006,13.14,81.779999,49.560001
2002-05-06,22.649999,12.89,76.0,48.619999
2002-05-07,22.47,13.08,76.5,49.470001
2002-05-08,24.37,16.27,82.449997,54.970001
2002-05-09,24.19,15.75,79.93,52.119999
2002-05-10,23.32,15.42,79.68,50.049999
2002-05-13,23.940001,15.7,82.190002,52.689999
2002-05-14,25.61,16.450001,85.480003,54.880001
2002-05-15,25.279999,16.559998999999998,84.5,54.75
2002-05-16,25.21,17.01,85.449997,55.740002
2002-05-17,25.01,17.25,85.690002,56.029999
2002-05-20,24.74,16.58,84.449997,54.009998
2002-05-21,23.46,16.16,83.449997,52.189999
2002-05-22,24.319999,16.559998999999998,84.0,53.689999
2002-05-23,25.180001,16.9,84.349998,54.82
2002-05-24,24.15,16.57,83.099998,53.259998
2002-05-28,23.98,16.379998999999998,82.08000200000002,52.32
2002-05-29,23.98,15.65,81.599998,52.049999
2002-05-30,24.2,16.01,82.25,52.639999
2002-05-31,23.299999,15.78,80.449997,50.91
2002-06-03,22.91,15.33,78.110001,49.419998
2002-06-04,22.780001,16.08,79.309998,49.98
2002-06-05,22.719999,15.92,80.550003,51.66
2002-06-06,22.16,15.46,79.660004,51.900002
2002-06-07,21.400001,15.73,78.300003,51.98
2002-06-10,21.479999,15.47,76.800003,52.82
2002-06-11,20.459999,14.99,75.489998,52.57
2002-06-12,20.089999,15.29,74.650002,55.540001
2002-06-13,19.54,14.89,75.599998,54.220001
2002-06-14,20.099999,14.3,76.16999799999998,55.25
2002-06-17,20.539999,15.07,77.139999,55.68
2002-06-18,20.150001,14.71,75.940002,55.990002
2002-06-19,17.12,14.49,73.349998,54.360001
2002-06-20,17.109999,14.08,71.58000200000002,54.099998
2002-06-21,16.85,13.74,68.75,52.279999
2002-06-24,17.27,14.06,69.699997,54.16
2002-06-25,17.14,13.45,68.599998,52.950001
2002-06-26,16.55,13.43,70.050003,54.130001
2002-06-27,17.06,13.82,71.900002,54.919998
2002-06-28,17.72,13.95,72.0,54.700001
2002-07-01,17.06,13.09,67.599998,52.66
2002-07-02,16.940001000000002,12.56,68.58000200000001,51.439999
2002-07-03,17.549999,13.04,70.510002,51.84
2002-07-05,18.74,14.05,73.5,54.849998
2002-07-08,18.01,13.67,71.300003,52.919998
2002-07-09,17.530001000000002,13.14,69.66999799999999,53.209999
2002-07-10,17.319999,13.51,68.760002,52.240002
2002-07-11,18.3,14.05,69.410004,52.91
2002-07-12,17.51,14.38,69.209999,51.860001
2002-07-15,18.23,14.44,71.0,51.799999
2002-07-16,17.86,14.27,69.010002,51.25
2002-07-17,15.630001000000002,14.8,70.690002,52.0
2002-07-18,14.989999,14.34,72.050003,51.110001
2002-07-19,14.96,13.65,72.0,49.560001
2002-07-22,14.919999,12.98,68.5,47.509998
2002-07-23,14.470001000000002,12.5,67.050003,43.009998
2002-07-24,15.200001,13.09,69.540001,46.23
2002-07-25,14.36,11.61,69.349998,42.830002
2002-07-26,14.339999,11.82,66.400002,45.349998
2002-07-29,15.02,13.31,71.18,48.25
2002-07-30,15.429999,13.34,71.790001,48.099998
2002-07-31,15.26,13.19,70.400002,47.98
2002-08-01,14.8,12.1,68.25,45.75
2002-08-02,14.45,11.89,67.879997,44.41
2002-08-05,13.99,11.36,65.989998,43.990002
2002-08-06,14.74,12.07,67.900002,45.669998
2002-08-07,15.03,12.99,69.16999799999999,47.09
2002-08-08,15.3,13.2,71.610001,48.91
2002-08-09,15.0,13.12,71.83000200000002,48.119999
2002-08-12,14.989999,13.41,71.769997,48.470001
2002-08-13,14.59,13.37,71.900002,47.060001
2002-08-14,15.17,14.35,74.91999799999998,49.709999
2002-08-15,15.61,14.36,76.5,49.77
2002-08-16,15.81,14.45,79.349998,50.0
2002-08-19,15.98,14.72,82.489998,52.0
2002-08-20,15.91,14.73,81.269997,51.040001
2002-08-21,16.12,15.11,81.0,52.279999
2002-08-22,15.97,15.1,81.989998,53.23
2002-08-23,15.73,14.45,80.400002,52.220001
2002-08-26,15.53,14.49,79.41999799999998,52.099998
2002-08-27,14.849999,14.02,77.959999,50.84
2002-08-28,14.699998999999998,13.72,76.059998,49.380001
2002-08-29,14.699998999999998,14.2,76.620003,50.580002
2002-08-30,14.75,13.82,75.379997,49.080002
2002-09-03,14.049999,13.07,72.349998,47.02
2002-09-04,14.479999,13.27,73.730003,48.209999
2002-09-05,14.180001,12.77,72.18,45.91
2002-09-06,14.38,13.03,73.199997,47.82
2002-09-09,14.37,12.96,74.5,48.700001
2002-09-10,14.329999,13.43,75.599998,49.790001
2002-09-11,14.29,13.57,74.199997,48.580002
2002-09-12,14.14,13.04,71.870003,47.150002
2002-09-13,14.170001,13.05,72.5,47.91
2002-09-16,14.5,12.93,72.32,47.779999
2002-09-17,14.8,12.54,71.75,47.290001
2002-09-18,15.02,12.5,69.550003,47.75
2002-09-19,14.58,12.0,64.800003,47.200001
2002-09-20,14.87,12.08,63.919998,47.459999
2002-09-23,14.849999,11.96,63.369999,45.23
2002-09-24,14.64,11.43,59.75,45.639999
2002-09-25,14.93,11.96,63.009998,46.509998
2002-09-26,14.699998999999998,11.36,62.02,46.200001
2002-09-27,14.72,11.23,60.360001,45.25
2002-09-30,14.5,10.48,58.310001,43.740002
2002-10-01,14.51,10.94,61.169998,46.23
2002-10-02,14.170001,10.05,59.630001,45.610001
2002-10-03,14.3,9.81,60.0,44.799999
2002-10-04,14.030001,9.46,56.599998,43.77
2002-10-07,13.77,9.08,56.860001,44.049999
2002-10-08,13.68,8.6,57.049999,44.990002
2002-10-09,13.59,9.23,55.07,43.990002
2002-10-10,14.109998999999998,9.74,57.580002,46.380001
2002-10-11,14.51,10.32,63.919998,48.869999
2002-10-14,14.769999,9.99,63.419998,49.290001
2002-10-15,15.16,10.99,68.480003,52.290001
2002-10-16,14.559999,9.81,64.900002,50.41
2002-10-17,14.109998999999998,10.17,72.199997,50.77
2002-10-18,14.339999,10.51,74.25,53.150002
2002-10-21,14.559999,10.95,75.550003,52.509998
2002-10-22,14.699998999999998,11.22,74.489998,51.669998
2002-10-23,14.88,11.26,74.599998,53.200001
2002-10-24,14.690001,11.75,72.099998,51.23
2002-10-25,15.420001,11.78,74.559998,52.68
2002-10-28,15.61,10.9,76.559998,51.950001
2002-10-29,15.44,10.6,76.739998,52.07
2002-10-30,15.98,10.91,78.66999799999998,53.110001
2002-10-31,16.070001,11.18,78.940002,53.470001
2002-11-01,16.360001,11.61,80.400002,53.0
2002-11-04,16.889999,12.31,82.5,56.099998
2002-11-05,16.9,12.69,81.68,56.68
2002-11-06,17.22,12.96,81.540001,57.029999
2002-11-07,16.000001,12.35,78.949997,56.009998
2002-11-08,15.84,12.56,77.589996,55.099998
2002-11-11,15.16,12.16,77.290001,53.860001
2002-11-12,15.640001000000002,12.87,79.150002,54.509998
2002-11-13,15.59,13.42,79.349998,55.360001
2002-11-14,16.299999,14.0,80.720001,56.990002
2002-11-15,15.95,14.08,80.010002,56.689999
2002-11-18,15.649999,13.91,79.18,55.849998
2002-11-19,15.270001,13.66,78.370003,54.860001
2002-11-20,15.53,14.38,81.610001,56.619999
2002-11-21,16.35,15.24,84.900002,57.84
2002-11-22,16.009999,14.89,84.43,58.220001
2002-11-25,15.97,14.89,86.199997,58.23
2002-11-26,15.410001,14.45,85.059998,56.900002
2002-11-27,15.719999,14.83,87.699997,58.080002
2002-11-29,15.499999,14.92,86.91999799999998,57.68
2002-12-02,15.18,15.06,87.300003,57.689999
2002-12-03,15.16,14.52,85.209999,56.709999
2002-12-04,14.970001000000002,14.43,83.690002,56.540001
2002-12-05,14.629999,14.11,83.059998,55.34
2002-12-06,14.95,14.18,82.32,55.470001
2002-12-09,14.75,13.5,79.589996,53.529999
2002-12-10,15.279998999999998,13.93,80.800003,54.009998
2002-12-11,15.490001,13.85,81.440002,54.66
2002-12-12,15.190001,14.11,80.16999799999998,54.169998
2002-12-13,14.79,13.4,80.0,52.5
2002-12-16,14.849999,13.67,81.620003,54.48
2002-12-17,15.08,13.66,80.309998,54.360001
2002-12-18,14.57,13.22,79.129997,53.529999
2002-12-19,14.2,13.0,78.660004,53.110001
2002-12-20,14.14,13.27,79.790001,53.040001
2002-12-23,14.49,13.44,80.260002,54.0
2002-12-24,14.36,13.35,79.760002,53.82
2002-12-26,14.400001,13.1,78.5,53.389999
2002-12-27,14.06,13.01,77.360001,52.970001
2002-12-30,14.07,12.97,76.25,52.75
2002-12-31,14.329999,13.1,77.5,51.700001
2003-01-02,14.8,13.64,80.57,53.720001
2003-01-03,14.900001,13.91,81.650002,53.790001
2003-01-06,14.900001,14.2,83.589996,54.77
2003-01-07,14.849999,14.6,86.0,55.799999
2003-01-08,14.549999,14.44,84.190002,54.240002
2003-01-09,14.680001,14.95,87.0,55.810001
2003-01-10,14.72,15.22,87.68,55.919998
2003-01-13,14.629999,15.28,87.510002,56.389999
2003-01-14,14.610001,15.58,88.58000200000002,56.970001
2003-01-15,14.43,15.18,87.589996,56.27
2003-01-16,14.619998999999998,14.9,86.050003,55.349998
2003-01-17,14.100001,14.13,81.300003,51.459999
2003-01-21,14.02,14.18,80.540001,51.330002
2003-01-22,13.88,13.96,79.699997,51.0
2003-01-23,14.170001,14.59,81.050003,52.279999
2003-01-24,13.8,13.86,78.989998,49.849998
2003-01-27,14.13,13.71,78.41999799999998,49.169998
2003-01-28,14.58,14.22,80.110001,48.82
2003-01-29,14.93,14.08,80.32,49.91
2003-01-30,14.320001,13.87,78.300003,48.240002
2003-01-31,14.36,13.37,78.199997,47.459999
2003-02-03,14.66,13.48,78.18,48.560001
2003-02-04,14.6,13.2,77.089996,47.32
2003-02-05,14.45,13.2,77.260002,46.959999
2003-02-06,14.43,13.24,77.510002,47.419998
2003-02-07,14.15,12.85,77.099998,46.580002
2003-02-10,14.35,13.15,77.910004,47.380001
2003-02-11,14.35,13.47,77.389999,46.439999
2003-02-12,14.390001000000002,13.2,76.5,46.439999
2003-02-13,14.540001,13.31,75.860001,46.990002
2003-02-14,14.67,13.68,77.449997,48.299999
2003-02-18,15.270001,14.31,79.33000200000002,24.959999
2003-02-19,14.849999,14.42,79.510002,24.530001
2003-02-20,14.769999,14.26,79.150002,24.139999
2003-02-21,15.0,14.67,79.949997,24.629999
2003-02-24,14.74,14.42,78.559998,24.07
2003-02-25,15.02,14.08,79.07,24.190001
2003-02-26,14.5,13.51,77.400002,23.610001
2003-02-27,14.86,13.75,77.279999,23.58
2003-02-28,15.01,13.98,77.949997,23.700001
2003-03-03,14.65,13.72,77.33000200000002,23.540001
2003-03-04,14.559999,13.63,76.699997,23.07
2003-03-05,14.619998999999998,13.74,77.730003,23.440001
2003-03-06,14.559999,13.48,77.07,23.27
2003-03-07,14.53,13.24,77.900002,23.559999
2003-03-10,14.37,13.01,75.699997,22.950001
2003-03-11,14.23,13.02,75.349998,22.799999
2003-03-12,14.22,12.69,75.18,23.389999
2003-03-13,14.72,13.42,78.449997,24.67
2003-03-14,14.779998999999998,13.4,79.0,24.860001
2003-03-17,15.01,14.13,82.459999,25.93
2003-03-18,15.0,14.2,82.470001,26.040001
2003-03-19,14.95,14.22,82.0,26.32
2003-03-20,14.910001,14.04,82.199997,26.25
2003-03-21,15.0,13.9,84.900002,26.57
2003-03-24,14.37,13.51,82.25,25.290001
2003-03-25,14.549999,13.72,83.449997,25.49
2003-03-26,14.409999,13.66,81.550003,25.25
2003-03-27,14.49,13.5,81.449997,25.040001
2003-03-28,14.57,13.22,80.849998,24.67
2003-03-31,14.14,12.98,78.43,24.209999
2003-04-01,14.16,12.98,78.730003,24.35
2003-04-02,14.6,13.64,81.459999,25.719999
2003-04-03,14.460001,13.64,81.910004,25.73
2003-04-04,14.409999,13.71,80.790001,25.09
2003-04-07,14.49,13.57,80.470001,25.17
2003-04-08,14.45,13.43,80.07,25.58
2003-04-09,14.189998999999998,13.04,78.709999,24.57
2003-04-10,14.37,13.04,79.010002,24.59
2003-04-11,13.2,13.21,78.75,24.200001
2003-04-14,13.58,13.47,80.07,24.76
2003-04-15,13.39,13.34,82.790001,24.6
2003-04-16,13.24,13.56,82.879997,24.92
2003-04-17,13.12,13.95,84.260002,25.5
2003-04-21,13.14,13.94,83.360001,25.209999
2003-04-22,13.51,14.32,85.629997,25.76
2003-04-23,13.58,14.33,85.75,25.719999
2003-04-24,13.44,14.35,85.199997,25.49
2003-04-25,13.35,14.34,83.879997,25.219999
2003-04-28,13.86,14.98,85.120003,25.74
2003-04-29,14.06,15.14,85.660004,25.799999
2003-04-30,14.22,15.0,84.900002,25.57
2003-05-01,14.36,15.12,85.889999,25.719999
2003-05-02,14.45,15.27,87.57,26.1
2003-05-05,16.089999,15.38,86.519997,25.860001
2003-05-06,17.5,15.9,87.510002,26.370001
2003-05-07,17.65,15.5,86.68,25.99
2003-05-08,18.0,15.22,86.050003,25.74
2003-05-09,18.3,15.95,87.550003,26.360001
2003-05-12,18.559999,16.67,89.0,26.200001
2003-05-13,18.67,16.469998999999998,89.980003,25.99
2003-05-14,18.550001,16.42,88.699997,25.620001
2003-05-15,18.73,16.75,89.900002,25.790001
2003-05-16,18.8,16.629998999999998,88.989998,25.57
2003-05-19,18.1,15.94,86.449997,24.76
2003-05-20,17.79,15.99,85.769997,24.629999
2003-05-21,17.85,15.7,86.18,24.030001
2003-05-22,18.24,15.92,86.08000200000002,24.16
2003-05-23,18.32,15.69,85.260002,24.219999
2003-05-27,18.88,16.15,87.690002,24.790001
2003-05-28,18.279999,16.280001000000002,87.57,24.41
2003-05-29,18.1,16.620001000000002,87.360001,24.4
2003-05-30,17.95,16.41,88.040001,24.610001
2003-06-02,17.450001,16.799999,87.33000200000002,24.639999
2003-06-03,17.310001,17.01,83.82,24.879999
2003-06-04,17.600001000000006,17.370001000000002,84.25,24.870001
2003-06-05,17.64,17.370001000000002,81.900002,24.09
2003-06-06,17.15,17.360001,80.050003,23.67
2003-06-09,16.79,17.23,82.0,23.75
2003-06-10,17.179999,17.4,81.709999,24.68
2003-06-11,17.450001,17.6,83.970001,24.879999
2003-06-12,17.77,17.780001000000006,83.949997,24.99
2003-06-13,17.42,17.41,82.75,24.65
2003-06-16,18.269999,17.98,84.5,25.389999
2003-06-17,18.190001,17.98,84.300003,25.959999
2003-06-18,19.12,18.73,84.699997,26.07
2003-06-19,19.140001,18.559999,84.550003,26.07
2003-06-20,19.200001,17.93,84.91999799999998,26.33
2003-06-23,19.060001,17.24,83.18,25.780001
2003-06-24,18.779999,16.75,83.629997,25.700001
2003-06-25,19.09,16.870001000000002,82.489998,25.26
2003-06-26,19.289999,17.129998999999998,84.349998,25.75
2003-06-27,18.73,16.889999,83.41999799999998,25.629999
2003-06-30,19.060001,16.790001,82.5,25.639999
2003-07-01,19.09,17.24,83.589996,26.15
2003-07-02,19.27,17.860001,84.739998,26.879999
2003-07-03,19.130001,17.52,83.949997,26.5
2003-07-07,19.869999,18.219999,86.089996,27.42
2003-07-08,20.4,18.73,86.25,27.700001
2003-07-09,19.89,18.799999,85.470001,27.469999
2003-07-10,19.579999,18.309999,84.029999,26.91
2003-07-11,19.85,18.57,84.889999,27.309999
2003-07-14,19.9,18.610001,85.41999799999998,27.4
2003-07-15,19.61,18.51,86.440002,27.27
2003-07-16,19.869999,18.23,86.739998,27.52
2003-07-17,20.899999,17.76,83.33000200000002,26.690001
2003-07-18,20.86,17.889999,83.720001,26.889999
2003-07-21,20.609999,17.93,82.5,26.040001
2003-07-22,20.8,18.67,81.849998,26.379999
2003-07-23,20.79,18.879999,82.300003,26.450001
2003-07-24,20.51,18.58,81.510002,26.0
2003-07-25,21.540001,19.08,83.550003,26.889999
2003-07-28,20.99,19.08,82.540001,26.610001
2003-07-29,20.72,19.16,81.800003,26.469999
2003-07-30,20.28,19.280001,80.959999,26.23
2003-07-31,21.08,19.49,81.25,26.41
2003-08-01,20.73,19.15,81.269997,26.17
2003-08-04,21.21,19.26,81.129997,26.18
2003-08-05,20.380001,18.860001,79.849998,25.66
2003-08-06,19.63,17.65,79.75,25.65
2003-08-07,19.930001,17.530001000000002,80.690002,25.709999
2003-08-08,19.640001,17.58,80.879997,25.58
2003-08-11,19.659999,17.709999,81.019997,25.610001
2003-08-12,19.7,17.83,81.510002,25.73
2003-08-13,20.18,17.59,81.199997,25.6
2003-08-14,19.97,17.799999,81.559998,25.629999
2003-08-15,19.710001,17.790001,81.790001,25.540001
2003-08-18,20.34,18.27,83.519997,25.700001
2003-08-19,20.319999,18.549999,82.849998,26.620001
2003-08-20,21.01,18.57,83.050003,26.450001
2003-08-21,21.680001,18.870001,82.849998,26.24
2003-08-22,20.880001,18.790001,82.970001,26.219999
2003-08-25,20.86,18.98,81.959999,26.5
2003-08-26,21.049999,19.1,82.5,26.57
2003-08-27,21.479999,19.01,82.0,26.42
2003-08-28,22.190001,19.190001,81.900002,26.51
2003-08-29,22.61,19.139999,82.010002,26.52
2003-09-02,22.850001,19.59,85.760002,27.26
2003-09-03,22.95,20.24,86.33000200000002,28.299999
2003-09-04,22.83,20.59,87.910004,28.43
2003-09-05,22.499999,20.42,86.949997,28.379999
2003-09-08,22.74,20.860001,89.099998,28.84
2003-09-09,22.37,20.780001,89.41999799999998,28.370001
2003-09-10,22.18,20.459999,87.839996,27.549999
2003-09-11,22.560001,20.709999,87.91999799999998,27.84
2003-09-12,23.1,20.66,88.699997,28.34
2003-09-15,22.209999,20.389999,88.489998,28.360001
2003-09-16,22.359999,21.290001,90.290001,28.9
2003-09-17,22.120001,21.139999,90.629997,28.5
2003-09-18,22.88,21.42,92.0,29.5
2003-09-19,22.579999,21.02,93.279999,29.959999
2003-09-22,22.08,20.780001,91.389999,29.07
2003-09-23,22.429999,21.15,91.339996,29.6
2003-09-24,21.320001,20.32,89.400002,28.459999
2003-09-25,20.43,20.059999,89.410004,28.24
2003-09-26,20.69,19.959999,89.050003,28.190001
2003-09-29,21.3,20.200001,89.449997,28.83
2003-09-30,20.72,19.59,88.33000200000002,27.799999
2003-10-01,20.79,20.200001,90.349998,28.52
2003-10-02,20.57,19.99,90.080002,28.5
2003-10-03,21.690001,20.76,90.639999,29.08
2003-10-06,22.289999,20.799999,91.18,29.190001
2003-10-07,23.220001,21.0,91.699997,29.139999
2003-10-08,23.06,20.790001,92.660004,28.82
2003-10-09,23.449999,20.950001,92.449997,28.940001
2003-10-10,23.68,20.790001,92.669998,28.91
2003-10-13,24.35,21.0,93.199997,28.780001
2003-10-14,24.549999,21.139999,92.720001,28.68
2003-10-15,24.820001,21.02,92.739998,29.07
2003-10-16,23.25,21.040001,89.279999,29.23
2003-10-17,22.75,20.639999,89.230003,28.93
2003-10-20,23.220001,21.08,89.0,29.35
2003-10-21,23.18,21.110001,88.93,29.35
2003-10-22,22.76,20.629999,88.459999,28.889999
2003-10-23,22.99,20.16,88.150002,28.91
2003-10-24,22.6,19.799999,88.41999799999998,26.610001
2003-10-27,22.6,19.93,88.519997,26.91
2003-10-28,23.720001,20.9,89.900002,27.200001
2003-10-29,23.69,20.82,89.339996,26.74
2003-10-30,23.089999,20.860001,89.120003,26.120001
2003-10-31,22.89,20.93,89.480003,26.139999
2003-11-03,23.150001,21.709999,89.68,26.68
2003-11-04,22.91,21.58,89.139999,26.07
2003-11-05,23.03,21.799999,88.489998,26.1
2003-11-06,23.12,22.9,89.339996,26.23
2003-11-07,22.499999,22.34,88.260002,26.1
2003-11-10,21.900001,22.190001,89.949997,26.0
2003-11-11,21.540001,22.35,89.360001,25.799999
2003-11-12,22.33,22.969999,90.690002,25.98
2003-11-13,22.420001,22.700001,91.089996,25.690001
2003-11-14,21.460001,22.26,90.25,25.5
2003-11-17,21.13,22.049999,89.800003,25.15
2003-11-18,20.41,21.73,88.949997,25.15
2003-11-19,20.42,22.049999,89.400002,25.35
2003-11-20,20.380001,21.940001,88.389999,25.1
2003-11-21,20.28,22.17,88.629997,25.110001
2003-11-24,21.15,22.799999,89.660004,25.73
2003-11-25,20.679999,22.620001,89.43,25.4
2003-11-26,20.72,22.809999,89.910004,25.450001
2003-11-28,20.91,22.700001,90.540001,25.709999
2003-12-01,21.71,23.18,91.010002,25.84
2003-12-02,21.540001,23.110001,90.75,25.66
2003-12-03,21.030001,23.299999,90.300003,25.67
2003-12-04,21.15,23.98,91.419998,26.200001
2003-12-05,20.85,23.75,90.639999,25.98
2003-12-08,21.049999,24.290001,91.199997,26.24
2003-12-09,20.450001,23.23,90.629997,26.379999
2003-12-10,20.380001,23.780001,91.730003,26.59
2003-12-11,21.21,23.93,92.400002,26.610001
2003-12-12,20.890001,24.09,92.709999,26.65
2003-12-15,20.169999,23.98,92.110001,26.74
2003-12-16,20.12,23.77,93.980003,27.059999
2003-12-17,19.879999,23.49,93.400002,27.040001
2003-12-18,20.04,24.17,92.730003,27.4
2003-12-19,19.7,23.790001,93.139999,27.360001
2003-12-22,19.85,23.98,93.389999,27.18
2003-12-23,19.809999,23.940001,92.790001,27.15
2003-12-24,20.41,23.870001,92.269997,27.040001
2003-12-26,20.78,23.75,92.900002,27.209999
2003-12-29,21.15,24.4,93.519997,27.459999
2003-12-30,21.28,24.120001,92.629997,27.52
2003-12-31,21.37,24.23,92.68,27.370001
2004-01-02,21.28,24.25,91.550003,27.450001
2004-01-05,22.17,24.77,93.050003,28.139999
2004-01-06,22.09,25.059999,93.059998,28.24
2004-01-07,22.59,25.559999,92.779999,28.209999
2004-01-08,23.360001,26.34,93.040001,28.16
2004-01-09,23.000001,26.48,91.209999,27.66
2004-01-12,23.730001,27.030001,91.550003,27.57
2004-01-13,24.12,26.889999,89.699997,27.43
2004-01-14,24.2,27.4,90.309998,27.700001
2004-01-15,22.850001,27.16,94.019997,27.540001
2004-01-16,22.719999,29.129999,95.32,27.809999
2004-01-20,22.73,28.860001,97.099998,28.1
2004-01-21,22.61,28.6,97.699997,28.299999
2004-01-22,22.18,28.219999,97.510002,28.01
2004-01-23,22.560001,27.33,97.900002,28.48
2004-01-26,23.009999,28.200001,99.849998,28.799999
2004-01-27,23.070001,27.5,98.800003,28.25
2004-01-28,22.52,26.780001,97.379997,27.709999
2004-01-29,22.68,25.959999,98.010002,27.91
2004-01-30,22.560001,25.709999,99.230003,27.65
2004-02-02,22.32,26.200001,99.389999,27.4
2004-02-03,22.26,26.41,100.0,27.290001
2004-02-04,21.79,24.08,100.190002,27.01
2004-02-05,22.420001,23.82,98.860001,26.959999
2004-02-06,22.710001,24.74,98.940002,27.08
2004-02-09,22.67,24.67,98.949997,26.9
2004-02-10,22.98,24.780001,99.610001,27.02
2004-02-11,23.800001,24.24,99.959999,27.15
2004-02-12,23.730001,24.049999,99.300003,26.950001
2004-02-13,23.000001,24.059999,99.709999,26.59
2004-02-17,23.159999,24.25,99.370003,26.99
2004-02-18,23.26,24.09,98.419998,26.77
2004-02-19,22.47,23.68,97.800003,26.459999
2004-02-20,22.4,23.190001,97.309998,26.57
2004-02-23,22.190001,22.75,95.959999,26.610001
2004-02-24,22.359999,23.049999,96.790001,26.879999
2004-02-25,22.81,23.58,96.540001,26.700001
2004-02-26,23.04,23.35,96.790001,26.5
2004-02-27,23.92,23.16,96.5,26.530001
2004-03-01,24.020001,23.530001,97.040001,26.700001
2004-03-02,23.809999,23.030001,96.82,26.389999
2004-03-03,23.92,22.700001,96.839996,26.370001
2004-03-04,25.16,23.190001,96.389999,26.370001
2004-03-05,26.74,22.889999,96.449997,26.35
2004-03-08,25.999999,22.360001,94.589996,25.83
2004-03-09,27.099999,22.120001,94.529999,25.719999
2004-03-10,27.679999,22.209999,93.059998,25.370001
2004-03-11,27.150001,22.34,91.209999,25.09
2004-03-12,27.56,23.129999,93.300003,25.379999
2004-03-15,26.45,22.780001,91.82,25.16
2004-03-16,25.82,23.120001,92.449997,25.18
2004-03-17,26.19,23.5,93.389999,25.129999
2004-03-18,25.67,23.17,92.849998,24.889999
2004-03-19,25.859999,22.5,91.620003,24.629999
2004-03-22,25.859999,22.35,91.019997,24.5
2004-03-23,25.29,22.360001,91.32,24.15
2004-03-24,25.5,22.67,91.769997,24.41
2004-03-25,26.869999,23.58,92.389999,25.190001
2004-03-26,27.04,23.4,92.769997,25.030001
2004-03-29,27.91,23.85,92.68,25.309999
2004-03-30,27.92,23.93,92.32,25.200001
2004-03-31,27.04,23.57,91.839996,24.93
2004-04-01,27.11,23.74,92.370003,25.08
2004-04-02,27.5,24.43,94.199997,25.85
2004-04-05,28.320001,24.809999,94.18,25.950001
2004-04-06,27.829999,24.65,93.699997,25.799999
2004-04-07,27.309999,24.24,93.080002,25.59
2004-04-08,27.529999,24.15,93.120003,25.48
2004-04-12,28.040001,24.129999,93.739998,25.610001
2004-04-13,26.930001,23.620001,93.040001,25.450001
2004-04-14,26.640001,23.26,93.699997,25.51
2004-04-15,29.3,22.82,93.449997,25.219999
2004-04-16,29.18,22.48,92.279999,25.16
2004-04-19,28.350001,22.860001,91.940002,25.530001
2004-04-20,27.73,22.110001,90.650002,25.33
2004-04-21,27.73,22.370001,91.260002,25.450001
2004-04-22,27.78,23.15,90.739998,25.950001
2004-04-23,27.7,23.32,91.279999,27.540001
2004-04-26,27.13,23.139999,90.43,27.24
2004-04-27,26.940001,22.940001,91.110001,27.219999
2004-04-28,26.45,22.370001,90.410004,26.559999
2004-04-29,26.77,21.91,89.08000200000002,26.48
2004-04-30,25.779999,20.91,88.16999799999998,26.129999
2004-05-03,26.069999,21.120001,88.019997,26.35
2004-05-04,26.140001,21.370001,89.0,26.33
2004-05-05,26.650001,21.26,88.959999,26.299999
2004-05-06,26.579999,21.5,88.360001,26.120001
2004-05-07,26.67,21.690001,88.190002,25.780001
2004-05-10,26.280001,21.620001,86.879997,25.93
2004-05-11,27.14,22.25,87.129997,25.940001
2004-05-12,27.300001,21.959999,86.809998,25.940001
2004-05-13,27.19,21.76,87.190002,26.1
2004-05-14,27.06,21.24,86.410004,25.860001
2004-05-17,26.640001,20.93,85.529999,25.540001
2004-05-18,27.06,21.0,86.059998,25.83
2004-05-19,26.47,21.360001,87.050003,25.620001
2004-05-20,26.710001,21.52,87.41999799999998,25.73
